SaleID,CustomerID,ProductID,Quantity,SaleDate,Price,TotalSaleAmount
2398,40,8,10,2025-04-25,851.66,8516.6
2399,317,189,3,2024-09-28,43.44,130.32
2400,257,105,2,2025-05-11,292.86,585.72
2401,322,31,1,2024-01-12,367.6,367.6
2402,335,195,6,2024-10-02,35.56,213.36
2403,260,16,1,2023-02-18,245.72,245.72
2404,475,106,1,2025-05-06,376.09,376.09
2405,249,40,4,2023-08-18,1872.15,7488.6
2406,89,155,3,2024-11-02,110.91,332.73
2407,23,98,4,2025-09-18,864.47,3457.88
2408,266,85,1,2025-06-11,741.77,741.77
2409,12,31,1,2025-07-17,330.32,330.32
2410,7,164,5,2024-11-17,40.66,203.3
2411,309,183,2,2023-07-11,52.35,104.7
2412,254,143,4,2025-11-30,140.4,561.6
2413,24,135,1,2025-07-15,182.74,182.74
2414,350,116,5,2023-04-27,63.8,319.0
2415,266,52,4,2023-12-20,495.43,1981.72
2416,485,197,2,2023-04-05,35.57,71.14
2417,342,193,4,2024-05-23,13.27,53.08
2418,438,73,10,2025-03-09,440.53,4405.3
2419,219,20,2,2023-06-09,1062.95,2125.9
2420,353,81,2,2024-10-29,278.59,557.18
2421,56,138,1,2023-08-19,86.46,86.46
2422,190,24,1,2023-03-03,1331.21,1331.21
2423,411,74,4,2024-01-01,740.48,2961.92
2424,67,103,1,2024-11-27,190.27,190.27
2425,215,33,2,2025-06-06,1789.77,3579.54
2426,250,189,2,2024-07-11,38.43,76.86
2427,443,29,1,2025-06-22,928.93,928.93
2428,495,198,2,2023-12-31,38.32,76.64
2429,366,96,1,2025-10-15,481.77,481.77
2430,432,111,3,2024-07-29,297.8,893.4
2431,302,49,6,2024-10-15,146.73,880.38
2432,198,171,2,2023-05-21,17.94,35.88
2433,49,177,1,2023-01-02,40.76,40.76
2434,43,21,2,2025-03-15,1071.28,2142.56
2435,127,18,1,2024-03-21,1702.72,1702.72
2436,302,80,3,2023-12-31,1002.31,3006.93
2437,405,56,4,2025-07-26,1360.4,5441.6
2438,403,193,2,2024-10-27,14.0,28.0
2439,205,52,3,2023-04-23,528.86,1586.58
2440,448,14,1,2025-01-04,1839.98,1839.98
2441,99,141,3,2023-07-04,63.73,191.19
2442,104,109,4,2023-05-28,235.69,942.76
2443,16,189,4,2024-01-26,40.97,163.88
2444,24,55,1,2023-09-30,445.44,445.44
2445,41,105,3,2025-02-22,289.41,868.23
2446,207,109,9,2024-12-07,264.22,2377.98
2447,72,172,3,2024-12-28,52.37,157.11
2448,343,119,1,2025-11-08,695.02,695.02
2449,246,80,2,2023-03-05,958.09,1916.18
2450,177,105,2,2025-09-18,275.48,550.96
2451,170,180,7,2025-01-01,20.33,142.31
2452,79,67,1,2025-11-23,659.84,659.84
2453,324,4,7,2025-01-03,70.36,492.52
2454,162,127,2,2024-08-06,66.32,132.64
2455,484,32,3,2024-07-08,1994.53,5983.59
2456,411,110,1,2023-10-10,721.17,721.17
2457,379,194,1,2024-12-02,17.97,17.97
2458,58,61,1,2025-01-10,1344.67,1344.67
2459,438,22,1,2025-02-17,484.13,484.13
2460,331,73,2,2023-10-25,382.96,765.92
2461,337,121,8,2023-11-29,180.34,1442.72
2462,196,63,6,2023-05-26,1816.43,10898.58
2463,204,27,1,2024-07-27,1633.34,1633.34
2464,446,37,4,2025-03-29,97.47,389.88
2465,260,123,6,2024-03-21,11.06,66.36
2466,436,160,1,2025-02-16,17.32,17.32
2467,496,15,5,2025-09-24,565.76,2828.8
2468,108,1,2,2023-04-29,1016.59,2033.18
2469,317,131,3,2023-11-22,83.8,251.4
2470,489,171,2,2025-05-21,16.8,33.6
2471,244,149,6,2025-11-29,182.95,1097.7
2472,191,154,1,2024-03-10,195.98,195.98
2473,32,69,2,2025-05-25,1713.09,3426.18
2474,115,155,6,2024-03-29,96.37,578.22
2475,230,68,8,2023-01-04,1514.04,12112.32
2476,208,177,4,2024-05-28,40.55,162.2
2477,370,196,5,2025-05-05,29.34,146.7
2478,74,58,4,2025-06-27,1584.67,6338.68
2479,382,44,5,2024-09-16,800.21,4001.05
2480,453,46,1,2023-07-08,326.75,326.75
2481,267,141,2,2024-07-31,66.47,132.94
2482,37,20,3,2024-06-08,980.02,2940.06
2483,82,109,8,2025-10-18,221.85,1774.8
2484,282,129,2,2025-05-02,142.89,285.78
2485,486,83,5,2024-11-01,721.38,3606.9
2486,118,108,3,2025-07-08,68.37,205.11
2487,270,126,1,2023-10-22,91.34,91.34
2488,159,178,1,2025-08-10,36.36,36.36
2489,296,196,2,2023-06-02,28.38,56.76
2490,454,163,1,2023-12-23,11.23,11.23
2491,312,162,6,2024-09-17,26.31,157.86
2492,125,84,3,2023-04-17,481.35,1444.05
2493,302,57,5,2023-05-16,390.31,1951.55
2494,190,36,2,2025-07-08,672.83,1345.66
2495,462,72,2,2025-01-24,734.92,1469.84
2496,215,53,1,2024-02-16,115.89,115.89
2497,291,178,2,2024-11-15,39.52,79.04
2498,400,187,2,2025-05-14,19.68,39.36
2499,423,96,5,2024-11-25,530.78,2653.9
2500,400,98,2,2025-05-19,869.5,1739.0
2501,181,92,4,2023-09-17,662.16,2648.64
2502,203,21,3,2025-03-10,1115.1,3345.3
2503,392,45,1,2023-09-25,1314.15,1314.15
2504,274,76,2,2023-05-03,321.04,642.08
2505,88,51,6,2023-06-03,1026.43,6158.58
2506,476,50,1,2025-11-24,1216.7,1216.7
2507,247,112,4,2024-02-20,893.21,3572.84
2508,157,154,1,2025-08-09,194.96,194.96
2509,296,54,3,2025-01-29,1021.93,3065.79
2510,230,93,2,2023-09-30,756.56,1513.12
2511,24,70,7,2023-10-30,835.3,5847.1
2512,33,166,2,2024-12-16,39.94,79.88
2513,271,134,3,2024-10-13,146.8,440.4
2514,121,183,2,2023-01-07,52.88,105.76
2515,152,153,1,2023-04-25,13.59,13.59
2516,488,72,1,2024-06-06,813.46,813.46
2517,296,98,1,2024-01-09,759.74,759.74
2518,471,96,2,2024-08-15,460.78,921.56
2519,133,27,2,2025-10-14,1583.59,3167.18
2520,454,152,7,2023-05-01,51.83,362.81
2521,375,55,1,2024-03-20,505.3,505.3
2522,292,157,1,2023-09-06,37.75,37.75
2523,115,120,3,2025-09-29,641.78,1925.34
2524,305,91,4,2024-02-24,702.21,2808.84
2525,28,170,4,2024-02-20,31.52,126.08
2526,358,90,1,2024-07-11,830.15,830.15
2527,256,68,2,2025-01-30,1538.1,3076.2
2528,296,73,4,2023-09-27,378.72,1514.88
2529,416,60,3,2024-07-06,1486.86,4460.58
2530,203,122,1,2024-07-14,150.9,150.9
2531,428,59,1,2023-09-22,1092.92,1092.92
2532,425,178,10,2025-07-20,38.28,382.8
2533,492,1,3,2025-09-15,1029.65,3088.95
2534,42,49,6,2023-06-11,159.69,958.14
2535,75,146,4,2024-01-14,51.75,207.0
2536,302,9,1,2023-03-17,1504.38,1504.38
2537,310,130,1,2023-10-10,96.14,96.14
2538,112,37,2,2025-08-29,101.11,202.22
2539,23,168,2,2025-11-13,20.12,40.24
2540,487,33,2,2024-10-23,1917.52,3835.04
2541,137,42,2,2024-01-25,756.55,1513.1
2542,165,186,5,2023-04-29,38.4,192.0
2543,114,9,1,2023-09-24,1530.29,1530.29
2544,344,157,1,2024-11-18,37.91,37.91
2545,284,169,6,2025-04-28,38.41,230.46
2546,244,51,2,2024-11-26,993.87,1987.74
2547,21,127,3,2024-10-26,58.61,175.83
2548,88,83,3,2024-01-30,732.02,2196.06
2549,466,113,1,2023-03-16,91.37,91.37
2550,428,73,1,2025-01-06,386.35,386.35
2551,307,83,2,2023-09-15,680.41,1360.82
2552,462,144,2,2025-02-09,193.33,386.66
2553,132,4,1,2023-05-09,70.5,70.5
2554,226,66,9,2023-07-09,1578.4,14205.6
2555,291,136,6,2025-11-28,115.56,693.36
2556,99,104,2,2023-02-02,257.55,515.1
2557,363,105,1,2024-10-14,300.9,300.9
2558,164,21,1,2025-07-30,1037.81,1037.81
2559,466,184,1,2024-08-05,1.62,1.62
2560,403,165,4,2023-04-23,45.23,180.92
2561,74,83,2,2023-05-04,705.43,1410.86
2562,481,172,7,2025-04-28,51.18,358.26
2563,133,35,4,2023-01-02,1025.02,4100.08
2564,210,182,4,2025-05-17,14.21,56.84
2565,149,156,2,2025-04-22,118.91,237.82
2566,263,33,2,2023-12-23,1935.08,3870.16
2567,166,145,4,2023-01-19,86.95,347.8
2568,342,195,1,2025-02-22,36.27,36.27
2569,322,19,1,2024-10-22,1245.29,1245.29
2570,374,57,2,2025-08-24,375.27,750.54
2571,313,50,1,2024-01-04,1173.56,1173.56
2572,69,142,1,2023-09-16,10.87,10.87
2573,300,192,1,2024-09-13,7.85,7.85
2574,124,28,6,2025-12-21,1499.13,8994.78
2575,481,141,1,2024-08-21,73.33,73.33
2576,348,31,1,2024-06-23,317.95,317.95
2577,228,85,7,2025-01-31,692.17,4845.19
2578,393,49,1,2023-02-16,165.72,165.72
2579,131,62,6,2023-01-24,966.86,5801.16
2580,321,176,5,2024-02-15,40.97,204.85
2581,235,171,1,2025-06-02,17.94,17.94
2582,495,165,4,2023-11-25,50.61,202.44
2583,117,94,1,2025-10-17,423.71,423.71
2584,383,26,5,2025-03-16,1203.79,6018.95
2585,63,3,3,2024-12-23,989.01,2967.03
2586,465,3,1,2025-02-24,981.47,981.47
2587,36,105,2,2024-05-31,300.49,600.98
2588,366,9,3,2024-08-05,1409.92,4229.76
2589,355,174,5,2025-11-23,11.45,57.25
2590,310,33,1,2024-03-11,1858.09,1858.09
2591,91,72,5,2024-12-29,815.83,4079.15
2592,230,14,5,2025-09-22,1838.23,9191.15
2593,279,11,1,2025-03-31,2066.62,2066.62
2594,158,198,1,2023-01-17,39.77,39.77
2595,249,68,2,2024-11-10,1409.17,2818.34
2596,478,118,1,2025-07-13,357.36,357.36
2597,242,88,3,2023-08-27,566.46,1699.38
2598,11,80,10,2024-07-28,1016.18,10161.8
2599,155,188,1,2025-06-26,14.1,14.1
2600,375,6,3,2023-06-13,108.18,324.54
2601,399,30,2,2024-03-02,1316.34,2632.68
2602,423,165,1,2025-01-06,51.81,51.81
2603,189,137,1,2025-10-02,115.77,115.77
2604,398,34,1,2023-01-07,1322.96,1322.96
2605,117,166,7,2025-05-12,40.9,286.3
2606,162,107,1,2023-12-19,755.1,755.1
2607,94,6,2,2023-10-11,115.42,230.84
2608,199,161,6,2025-09-16,12.33,73.98
2609,26,1,2,2024-10-01,951.47,1902.94
2610,262,29,7,2024-08-03,816.28,5713.96
2611,115,145,4,2023-11-11,89.12,356.48
2612,465,53,4,2024-06-01,104.65,418.6
2613,75,35,1,2025-04-17,945.05,945.05
2614,342,177,6,2025-11-30,38.21,229.26
2615,228,123,6,2024-07-06,11.7,70.2
2616,203,11,3,2024-02-17,1966.74,5900.22
2617,207,95,3,2025-11-15,966.26,2898.78
2618,218,88,1,2024-07-30,551.5,551.5
2619,361,11,1,2023-04-10,2013.67,2013.67
2620,389,90,2,2025-02-09,741.86,1483.72
2621,419,124,4,2023-05-28,184.95,739.8
2622,453,160,2,2023-07-04,16.54,33.08
2623,396,88,1,2023-07-19,607.67,607.67
2624,260,83,2,2025-12-25,783.51,1567.02
2625,73,43,1,2023-04-22,831.07,831.07
2626,401,49,3,2023-12-23,150.16,450.48
2627,480,110,3,2024-08-25,621.29,1863.87
2628,362,7,1,2025-10-24,2121.67,2121.67
2629,100,8,1,2024-03-25,952.76,952.76
2630,115,141,8,2024-10-25,71.04,568.32
2631,459,115,5,2024-09-26,90.71,453.55
2632,296,9,1,2023-06-26,1447.92,1447.92
2633,440,99,4,2024-01-02,71.73,286.92
2634,485,157,2,2023-02-17,40.4,80.8
2635,128,189,3,2025-12-05,36.46,109.38
2636,77,41,2,2024-07-12,539.24,1078.48
2637,434,106,1,2025-08-17,344.33,344.33
2638,450,163,3,2023-11-23,11.17,33.51
2639,166,130,4,2023-12-28,96.89,387.56
2640,69,168,2,2025-05-19,20.65,41.3
2641,411,157,3,2025-11-19,37.43,112.29
2642,287,64,4,2025-06-10,1949.91,7799.64
2643,1,62,4,2023-08-14,926.97,3707.88
2644,361,134,5,2024-10-21,143.58,717.9
2645,440,67,1,2025-06-21,647.75,647.75
2646,226,199,2,2025-04-26,25.79,51.58
2647,342,15,1,2024-01-22,620.52,620.52
2648,381,47,1,2023-06-09,1760.3,1760.3
2649,171,52,4,2023-02-24,579.69,2318.76
2650,23,119,2,2024-12-15,656.93,1313.86
2651,465,36,8,2025-05-27,747.53,5980.24
2652,378,140,8,2024-05-27,143.51,1148.08
2653,465,187,4,2023-09-19,22.22,88.88
2654,421,186,2,2025-09-18,40.81,81.62
2655,413,85,4,2024-02-01,716.71,2866.84
2656,6,168,2,2023-02-20,18.62,37.24
2657,100,128,2,2023-08-24,182.89,365.78
2658,149,53,2,2023-08-06,114.22,228.44
2659,323,109,1,2024-12-19,231.91,231.91
2660,159,81,6,2024-03-21,265.36,1592.16
2661,32,176,9,2023-02-04,46.37,417.33
2662,344,193,3,2025-07-30,12.33,36.99
2663,300,173,2,2023-06-30,10.89,21.78
2664,112,168,1,2024-05-20,20.75,20.75
2665,273,164,1,2025-04-29,43.43,43.43
2666,207,109,2,2024-03-05,266.66,533.32
2667,309,161,2,2023-10-13,12.77,25.54
2668,408,68,4,2023-09-01,1446.88,5787.52
2669,424,29,1,2023-02-09,958.32,958.32
2670,71,101,3,2024-09-13,545.08,1635.24
2671,107,76,1,2025-10-29,327.05,327.05
2672,396,158,4,2024-11-29,188.19,752.76
2673,60,190,3,2024-08-16,22.74,68.22
2674,367,97,2,2023-10-22,201.51,403.02
2675,394,55,3,2025-08-06,491.88,1475.64
2676,422,3,1,2025-07-13,980.83,980.83
2677,485,121,2,2025-05-04,174.75,349.5
2678,66,76,1,2025-08-01,359.23,359.23
2679,262,86,3,2023-07-08,964.91,2894.73
2680,429,188,4,2024-10-28,15.93,63.72
2681,230,188,2,2024-02-27,15.7,31.4
2682,245,20,8,2023-05-25,1092.56,8740.48
2683,164,173,5,2025-01-27,11.37,56.85
2684,153,20,3,2024-12-17,983.14,2949.42
2685,455,199,2,2024-07-26,27.56,55.12
2686,246,11,3,2024-08-24,2028.92,6086.76
2687,87,136,1,2023-11-07,120.2,120.2
2688,470,185,3,2023-05-04,22.39,67.17
2689,369,126,3,2025-04-26,106.26,318.78
2690,489,125,9,2024-03-20,94.41,849.69
2691,172,127,3,2023-10-04,66.55,199.65
2692,489,36,2,2025-06-05,787.21,1574.42
2693,353,43,7,2023-11-12,713.91,4997.37
2694,241,5,6,2025-02-01,1283.26,7699.56
2695,285,92,5,2024-05-28,654.11,3270.55
2696,452,48,1,2024-10-21,1366.48,1366.48
2697,283,96,2,2023-08-08,492.04,984.08
2698,76,82,1,2025-03-25,924.46,924.46
2699,217,71,1,2025-12-14,210.24,210.24
2700,452,175,2,2025-04-01,20.57,41.14
2701,253,129,1,2023-02-15,147.56,147.56
2702,132,49,1,2025-02-20,163.09,163.09
2703,390,12,3,2025-06-28,1557.96,4673.88
2704,48,33,8,2024-12-27,1853.27,14826.16
2705,382,55,1,2024-03-31,423.97,423.97
2706,163,34,2,2023-02-25,1364.6,2729.2
2707,479,65,3,2023-01-23,507.29,1521.87
2708,234,190,8,2023-12-28,22.26,178.08
2709,223,37,1,2023-02-18,105.96,105.96
2710,40,114,3,2025-11-30,190.49,571.47
2711,200,122,1,2024-05-11,153.63,153.63
2712,232,88,2,2025-02-22,610.36,1220.72
2713,431,74,3,2023-08-23,671.18,2013.54
2714,284,139,2,2024-06-10,44.84,89.68
2715,154,68,1,2024-11-07,1470.23,1470.23
2716,381,155,3,2023-07-24,101.23,303.69
2717,478,129,1,2023-08-07,129.28,129.28
2718,454,52,3,2024-11-21,535.47,1606.41
2719,462,182,1,2024-05-15,13.73,13.73
2720,267,176,1,2023-09-24,41.23,41.23
2721,434,18,1,2025-09-08,1809.56,1809.56
2722,80,79,2,2025-09-05,128.4,256.8
2723,209,5,6,2024-03-25,1220.14,7320.84
2724,332,47,1,2023-07-30,1746.51,1746.51
2725,362,130,2,2024-03-26,110.8,221.6
2726,280,147,3,2025-04-13,178.54,535.62
2727,97,169,1,2025-03-19,41.21,41.21
2728,245,148,2,2023-07-28,161.18,322.36
2729,195,123,3,2025-04-05,10.99,32.97
2730,250,58,2,2025-10-12,1667.04,3334.08
2731,285,84,5,2024-08-11,526.13,2630.65
2732,296,11,6,2024-06-04,1760.9,10565.4
2733,468,76,1,2023-04-26,313.18,313.18
2734,87,192,3,2023-09-14,9.35,28.05
2735,379,135,1,2023-08-19,202.65,202.65
2736,119,116,4,2024-08-23,64.24,256.96
2737,293,89,2,2025-08-03,261.64,523.28
2738,313,198,2,2023-12-13,40.37,80.74
2739,463,11,1,2023-09-01,2041.93,2041.93
2740,33,73,1,2024-05-26,384.17,384.17
2741,343,165,3,2025-03-08,45.68,137.04
2742,395,164,1,2025-05-29,42.95,42.95
2743,474,157,1,2024-08-15,38.55,38.55
2744,4,13,5,2025-08-20,104.96,524.8
2745,152,166,3,2023-11-01,42.91,128.73
2746,392,190,3,2025-10-23,19.52,58.56
2747,433,77,3,2024-09-01,837.97,2513.91
2748,362,134,10,2023-02-11,161.46,1614.6
2749,95,135,2,2025-02-17,184.96,369.92
2750,225,170,4,2025-03-06,28.98,115.92
2751,478,40,4,2023-05-03,1950.25,7801.0
2752,224,169,2,2024-08-06,42.97,85.94
2753,488,174,2,2025-01-12,11.66,23.32
2754,231,81,2,2025-04-04,253.5,507.0
2755,182,158,6,2023-05-25,163.15,978.9
2756,54,147,1,2023-01-20,183.64,183.64
2757,153,74,6,2023-01-03,730.94,4385.64
2758,217,81,5,2025-05-15,253.78,1268.9
2759,394,153,2,2024-01-26,14.11,28.22
2760,361,103,6,2024-01-30,184.48,1106.88
2761,48,17,8,2025-03-06,1413.42,11307.36
2762,27,23,1,2025-12-20,193.22,193.22
2763,123,16,5,2023-07-03,243.96,1219.8
2764,175,28,3,2024-09-13,1369.32,4107.96
2765,419,99,1,2024-05-12,67.39,67.39
2766,389,53,2,2025-05-31,122.6,245.2
2767,126,193,4,2025-04-23,13.05,52.2
2768,384,129,2,2024-08-12,138.74,277.48
2769,479,158,2,2023-04-06,187.23,374.46
2770,133,186,6,2024-02-20,34.12,204.72
2771,35,80,1,2025-05-31,1005.2,1005.2
2772,425,173,1,2025-08-06,11.85,11.85
2773,204,19,4,2024-04-21,1328.46,5313.84
2774,151,38,1,2024-08-28,456.9,456.9
2775,450,54,8,2025-06-15,930.6,7444.8
2776,377,199,5,2025-05-19,29.41,147.05
2777,68,77,2,2024-05-19,885.91,1771.82
2778,365,85,2,2025-05-19,680.09,1360.18
2779,99,93,2,2025-06-29,672.67,1345.34
2780,251,101,1,2024-07-18,525.4,525.4
2781,269,146,2,2024-12-17,51.17,102.34
2782,264,43,2,2024-05-06,802.16,1604.32
2783,233,54,2,2023-12-19,1052.94,2105.88
2784,133,100,8,2023-09-18,545.42,4363.36
2785,244,162,2,2023-10-31,29.53,59.06
2786,188,91,1,2023-08-04,730.07,730.07
2787,428,119,1,2024-07-04,700.41,700.41
2788,303,92,3,2025-11-25,636.55,1909.65
2789,334,63,2,2024-11-20,1830.11,3660.22
2790,367,78,2,2023-06-22,490.2,980.4
2791,238,174,8,2025-03-28,12.68,101.44
2792,446,34,2,2024-02-23,1259.91,2519.82
2793,336,23,1,2023-07-08,216.55,216.55
2794,264,169,8,2023-08-13,44.81,358.48
2795,201,12,6,2025-10-31,1312.76,7876.56
2796,87,35,1,2023-01-25,999.33,999.33
2797,60,181,2,2025-11-13,18.84,37.68
2798,424,58,3,2025-11-12,1582.66,4747.98
2799,272,122,6,2024-10-04,138.38,830.28
2800,481,19,6,2023-09-13,1414.4,8486.4
2801,187,101,3,2025-11-29,530.12,1590.36
2802,121,53,1,2025-11-08,120.51,120.51
2803,290,89,2,2023-07-03,273.87,547.74
2804,472,6,2,2024-05-03,107.13,214.26
2805,155,87,4,2023-03-12,436.88,1747.52
2806,252,2,8,2023-05-27,596.99,4775.92
2807,471,39,3,2023-09-24,899.8,2699.4
2808,329,195,2,2023-05-28,35.57,71.14
2809,312,130,4,2024-04-03,99.74,398.96
2810,374,129,1,2024-10-27,133.38,133.38
2811,493,108,2,2025-06-25,65.7,131.4
2812,305,43,4,2023-02-11,830.83,3323.32
2813,113,47,2,2024-01-19,1990.44,3980.88
2814,128,8,2,2024-05-02,925.18,1850.36
2815,432,139,8,2025-02-01,49.21,393.68
2816,31,106,1,2023-01-11,367.98,367.98
2817,248,89,3,2024-05-13,287.65,862.95
2818,240,157,10,2025-06-06,38.56,385.6
2819,187,56,6,2024-08-15,1280.08,7680.48
2820,118,62,3,2024-10-01,845.17,2535.51
2821,212,27,1,2024-09-02,1454.04,1454.04
2822,274,162,2,2024-04-30,30.65,61.3
2823,368,112,1,2025-10-10,941.03,941.03
2824,208,151,8,2025-10-04,153.53,1228.24
2825,394,53,1,2023-02-12,111.69,111.69
2826,434,119,3,2024-03-15,682.46,2047.38
2827,134,188,5,2023-09-06,16.31,81.55
2828,182,83,2,2023-09-29,766.8,1533.6
2829,8,162,1,2025-12-27,26.8,26.8
2830,471,77,6,2023-10-01,879.84,5279.04
2831,142,159,1,2024-03-17,119.3,119.3
2832,271,171,1,2025-11-26,18.36,18.36
2833,349,44,1,2024-05-27,731.08,731.08
2834,47,121,5,2023-01-01,177.5,887.5
2835,208,52,1,2025-05-09,564.33,564.33
2836,434,130,4,2023-10-03,105.1,420.4
2837,341,138,1,2024-12-16,84.96,84.96
2838,191,151,1,2023-03-20,164.17,164.17
2839,427,152,3,2024-02-03,52.42,157.26
2840,430,149,10,2025-01-24,181.33,1813.3
2841,494,100,2,2023-07-21,621.07,1242.14
2842,4,98,1,2023-12-03,872.71,872.71
2843,332,185,5,2023-07-03,21.93,109.65
2844,71,35,8,2023-07-13,889.74,7117.92
2845,55,54,9,2024-12-25,996.78,8971.02
2846,30,8,4,2024-02-21,838.62,3354.48
2847,74,128,2,2024-05-19,202.7,405.4
2848,217,165,5,2023-06-22,44.94,224.7
2849,33,78,9,2023-01-12,448.94,4040.46
2850,357,104,2,2023-09-16,258.51,517.02
2851,149,70,2,2023-01-24,963.34,1926.68
2852,469,124,1,2025-11-08,173.81,173.81
2853,304,137,7,2025-12-16,137.2,960.4
2854,135,190,2,2023-02-12,19.49,38.98
2855,310,33,3,2024-04-15,1771.23,5313.69
2856,269,166,4,2025-07-12,46.61,186.44
2857,347,97,2,2023-01-13,193.65,387.3
2858,189,154,7,2023-12-09,193.64,1355.48
2859,87,77,2,2024-01-14,902.14,1804.28
2860,460,105,10,2023-06-17,302.83,3028.3
2861,276,93,1,2023-10-05,644.85,644.85
2862,364,174,1,2024-12-20,11.53,11.53
2863,342,152,10,2023-11-10,51.5,515.0
2864,195,173,1,2024-01-19,11.75,11.75
2865,120,122,1,2025-03-26,164.79,164.79
2866,423,91,1,2023-04-07,770.46,770.46
2867,371,137,8,2023-09-16,138.57,1108.56
2868,359,69,1,2025-07-26,2032.34,2032.34
2869,442,68,5,2025-04-18,1713.81,8569.05
2870,138,112,5,2023-04-08,1042.71,5213.55
2871,131,14,1,2023-08-13,2014.46,2014.46
2872,352,66,1,2024-07-25,1712.81,1712.81
2873,85,100,2,2024-07-14,540.1,1080.2
2874,302,54,2,2025-03-23,1095.61,2191.22
2875,270,160,1,2025-05-03,16.14,16.14
2876,130,197,4,2024-04-04,36.22,144.88
2877,373,28,6,2023-03-12,1515.98,9095.88
2878,220,77,9,2024-10-19,802.89,7226.01
2879,107,111,1,2023-03-30,292.22,292.22
2880,409,180,2,2024-02-24,20.0,40.0
2881,131,106,1,2025-04-19,334.42,334.42
2882,48,132,1,2023-07-18,50.74,50.74
2883,188,46,1,2024-06-06,370.8,370.8
2884,42,193,2,2023-07-22,12.76,25.52
2885,332,88,1,2025-01-02,655.77,655.77
2886,160,199,1,2025-01-13,28.3,28.3
2887,410,10,3,2025-06-28,655.9,1967.7
2888,415,160,3,2025-12-31,15.63,46.89
2889,124,177,2,2024-09-14,40.09,80.18
2890,362,190,2,2025-08-08,23.07,46.14
2891,396,122,5,2024-07-15,163.2,816.0
2892,102,106,1,2024-12-24,378.77,378.77
2893,443,81,2,2025-09-30,257.13,514.26
2894,76,166,1,2025-06-29,41.36,41.36
2895,399,60,7,2025-11-17,1625.16,11376.12
2896,74,84,5,2025-10-27,512.84,2564.2
2897,466,3,6,2024-01-29,958.64,5751.84
2898,299,52,3,2023-03-26,530.81,1592.43
2899,445,86,1,2023-05-17,822.87,822.87
2900,499,65,7,2024-01-21,513.78,3596.46
2901,303,105,3,2025-03-20,284.96,854.88
2902,122,123,2,2024-07-25,11.67,23.34
2903,217,85,5,2023-06-25,656.11,3280.55
2904,21,47,2,2024-12-11,1653.75,3307.5
2905,225,175,2,2024-01-12,21.85,43.7
2906,42,142,3,2023-08-23,11.67,35.01
2907,216,119,2,2023-04-17,672.15,1344.3
2908,327,151,5,2025-09-03,177.43,887.15
2909,412,53,6,2025-04-23,120.44,722.64
2910,52,154,9,2024-10-29,174.55,1570.95
2911,457,137,1,2023-01-09,126.02,126.02
2912,307,61,5,2024-08-24,1265.35,6326.75
2913,104,131,1,2025-12-05,69.34,69.34
2914,272,91,5,2023-04-23,795.86,3979.3
2915,438,99,6,2023-07-13,71.51,429.06
2916,109,94,3,2025-01-05,455.46,1366.38
2917,429,48,2,2024-09-09,1460.21,2920.42
2918,356,149,1,2025-03-30,185.05,185.05
2919,471,73,9,2024-02-18,376.99,3392.91
2920,178,128,1,2025-11-23,178.47,178.47
2921,395,124,1,2023-08-20,190.1,190.1
2922,473,188,2,2025-02-23,15.18,30.36
2923,217,165,1,2024-06-19,47.61,47.61
2924,333,83,2,2023-08-01,712.61,1425.22
2925,297,50,1,2025-10-22,1112.43,1112.43
2926,7,129,2,2023-04-16,148.0,296.0
2927,367,156,4,2023-07-10,111.3,445.2
2928,391,131,1,2023-04-05,73.86,73.86
2929,239,17,1,2025-07-15,1304.81,1304.81
2930,478,5,2,2024-06-10,1251.73,2503.46
2931,64,52,5,2024-02-07,501.84,2509.2
2932,301,8,2,2025-12-23,879.81,1759.62
2933,229,135,2,2023-12-02,192.94,385.88
2934,168,84,3,2024-08-24,497.06,1491.18
2935,462,2,4,2024-02-04,543.19,2172.76
2936,57,73,1,2023-12-12,428.67,428.67
2937,49,199,1,2025-03-01,25.57,25.57
2938,10,37,4,2025-05-31,96.25,385.0
2939,298,20,2,2023-11-10,1044.25,2088.5
2940,286,70,9,2023-03-31,945.28,8507.52
2941,454,91,7,2023-02-08,710.67,4974.69
2942,173,91,1,2023-07-12,759.34,759.34
2943,467,94,1,2025-06-16,507.49,507.49
2944,20,163,3,2023-09-01,12.99,38.97
2945,260,27,2,2024-05-09,1547.4,3094.8
2946,222,67,1,2025-08-25,594.95,594.95
2947,230,103,7,2025-05-12,187.97,1315.79
2948,239,139,2,2023-01-08,49.08,98.16
2949,293,14,9,2024-02-05,1810.3,16292.7
2950,136,9,10,2024-05-04,1364.75,13647.5
2951,397,66,1,2024-06-06,1698.31,1698.31
2952,176,185,4,2025-08-27,19.99,79.96
2953,145,144,2,2023-10-16,199.48,398.96
2954,389,29,1,2023-07-15,855.75,855.75
2955,74,126,2,2024-11-20,99.73,199.46
2956,118,175,4,2024-11-03,21.21,84.84
2957,472,6,2,2025-04-29,111.03,222.06
2958,407,110,2,2023-11-14,643.31,1286.62
2959,12,52,1,2024-02-07,567.36,567.36
2960,160,74,4,2024-03-11,696.23,2784.92
2961,337,37,1,2025-11-03,100.87,100.87
2962,358,182,8,2023-11-16,13.79,110.32
2963,277,48,6,2023-08-02,1408.07,8448.42
2964,351,74,4,2023-07-02,746.51,2986.04
2965,39,83,5,2025-04-19,704.74,3523.7
